Champion,G,PB%,B,GP,By,W,L,WR,K,D,A,KDA,CS,CS/M,Gold,G/M,DMG,DMG/M,KPAR,KS,GS,As
Zeri,91,98.90%,62,29,10,13,16,45%,3.62,2,4.24,3.93,326.14,10.01,14.4,443,15.9k,487,65%,29.90%,24.50%,
Jinx,78,84.80%,22,56,11,30,26,53.60%,3.91,1.86,4.82,4.7,336.43,9.92,15.2,449,19.1k,563,71.20%,31.90%,25.00%,
Ryze,73,79.30%,52,21,8,10,11,47.60%,3.1,2.76,5.57,3.14,307.76,9.16,13.8,412,12.8k,381,63.90%,22.80%,22.60%,
Hecarim,67,72.80%,44,23,9,15,8,65%,2.65,1.83,7.48,5.55,203.35,6.26,11.6,357,8.6k,264,75.40%,19.70%,19.20%,
Tahm Kench,62,67.40%,39,23,10,13,10,56.50%,0.91,2.57,7,3.08,41.83,1.29,7.5,233,4.6k,143,66.40%,7.70%,13%,
Ahri,60,65.20%,35,25,9,8,17,32.00%,2.8,1.88,4.68,3.98,282,8.78,12.6,393,13.2k,410,70.80%,26.50%,22%,
Karma,57,62.00%,43,14,10,9,5,64%,0.64,1.71,9.21,5.75,30.79,0.89,8.2,238,5.8k,169,78.40%,5.10%,13.40%,
Nautilus,55,59.80%,9,46,12,25,21,54%,0.7,3.04,8.04,2.87,36.41,1.11,7.5,229,3.9k,120,66.90%,5.30%,12.70%,
Lee Sin,54,58.70%,24,30,10,13,17,43%,2.73,2.77,7.03,3.53,181.37,5.6,10.9,336,9.1k,281,76.90%,21.50%,19.00%,
Gwen,54,58.70%,43,11,10,6,5,54.50%,2.55,3,3.55,2.03,261.64,8,12.7,387,14.4k,442,53.20%,22.20%,21.70%,
Tryndamere,52,56.50%,33,19,8,10,9,53%,3.63,1.63,3.16,4.16,320.37,9.38,15.1,443,13.1k,384,54.00%,28.90%,24.10%,
Aphelios,50,54%,13,37,10,22,15,60%,4.32,2,4.41,4.36,301.32,9.14,14.3,435,15.7k,477,67.00%,33.20%,23.80%,
Caitlyn,50,54%,41,9,5,4,5,44%,4.33,1.78,3.44,4.38,341.22,9.31,15.9,435,16.1k,440,61.40%,34.20%,24.20%,
Xin Zhao,47,51%,16,31,10,15,16,48.40%,2.65,3.1,6.06,2.81,201.58,5.83,11.7,339,11.1k,321,69.10%,21.00%,19%,
Gnar,46,50.00%,18,28,8,12,16,43%,1.86,2.75,3.5,1.95,272.43,8.35,12.7,389,15.1k,463,53%,18%,21.70%,
Graves,45,48.90%,11,34,10,15,19,44.10%,2.41,2.85,4.12,2.29,314.44,9.22,14.1,412,17.7k,519,52.20%,19%,22.90%,
Viktor,45,48.90%,13,32,10,16,16,50.00%,2.66,2.19,5.34,3.66,299.56,8.94,13.4,401,20.3k,607,64.30%,21.40%,22.50%,
Corki,44,47.80%,23,21,7,12,9,57%,2.43,1.95,5,3.8,337.86,9.58,15.2,432,22.3k,634,62.40%,20.40%,23.80%,
Volibear,44,47.80%,26,18,9,11,7,61.10%,2.61,1.89,6.56,4.85,177.56,5.46,10.9,335,8.6k,263,70%,20%,18.40%,
Jarvan IV,43,46.70%,27,16,6,9,7,56%,1.75,2.56,10.13,4.63,175.06,5.03,11.1,319,7.8k,225,84.10%,12%,17.40%,
Thresh,41,44.60%,15,26,10,16,10,62%,0.5,2.42,8.04,3.52,35.92,1.06,7.8,228,3.1k,90,69.20%,4.00%,12.40%,
Jayce,38,41.30%,29,9,6,4,5,44%,3.11,2.78,3,2.2,294,9.38,13.3,426,19.1k,611,59.10%,30.10%,24.00%,
Leona,37,40.20%,9,28,10,13,15,46.40%,0.68,3.89,6.89,1.94,38.36,1.11,7.7,223,3.2k,92,64.80%,5.80%,12.50%,
Viego,33,35.90%,6,27,10,10,17,37.00%,3.19,2.37,3.78,2.94,197.85,6.07,11.3,345,8k,245,66.40%,30.40%,20%,
LeBlanc,30,32.60%,21,9,5,5,4,56%,3.11,1.56,4.89,5.14,263.33,8.46,12.3,394,16.6k,534,60.50%,23.50%,21.30%,
Orianna,27,29.30%,9,18,9,8,10,44%,2.89,2.06,5.39,4.03,314.28,9.07,14.3,413,14.7k,425,73.80%,25.70%,23.30%,
Syndra,25,27.20%,14,11,6,5,6,46%,2.45,2.64,4.73,2.72,268.45,8.52,12.1,384,13.6k,432,64.20%,22.00%,21.90%,
Zilean,23,25.00%,16,7,5,4,3,57.10%,1.43,1.43,6.29,5.4,255.14,8.55,10.9,363,7.8k,261,77.10%,14.30%,20.30%,
Twisted Fate,22,23.90%,16,6,3,4,2,66.70%,3,2.17,6.5,4.38,256.83,7.51,13.8,404,11k,322,57.00%,18.00%,21.70%,
Irelia,20,21.70%,12,8,6,3,5,38%,3.5,2.75,3.75,2.64,316.38,9.55,14.1,425,13.6k,412,63.70%,30.80%,23.60%,
Trundle,19,20.70%,6,13,7,9,4,69.20%,2,1.77,6.69,4.91,178,5.08,11.1,316,7.1k,204,68.10%,15.70%,17.10%,
Camille,19,20.70%,9,10,4,8,2,80.00%,3.2,2.3,4.8,3.48,281.7,8.19,15,436,14.3k,416,54.10%,21.60%,23.40%,
Jhin,18,19.60%,4,14,8,4,10,29%,3.29,2.43,4,3,299.93,8.99,13.5,405,14.7k,442,70.30%,31.70%,23.30%,
Kai'Sa,18,19.60%,7,11,7,3,8,27.30%,4.09,2.91,3.18,2.5,284.73,8.75,13.3,408,21k,646,66.10%,37.20%,23.80%,
Renekton,17,18.50%,8,9,6,4,5,44%,2.22,2.44,3.44,2.32,266.89,8.18,13,398,10k,306,52.60%,20.60%,22.00%,
Sylas,14,15.20%,8,6,5,3,3,50%,2.33,2.33,5.5,3.36,273.17,8.45,12.4,385,13k,402,56.60%,16.90%,21.20%,
Yuumi,14,15.20%,9,5,4,1,4,20%,1.4,1.8,6.4,4.33,8.2,0.23,8,223,8k,225,92.90%,16.70%,13%,
Diana,14,15.20%,11,3,3,2,1,66.70%,2.33,3.67,2.67,1.36,202.67,6.88,10.6,361,9.4k,320,45.50%,21.20%,20%,
Gragas,13,14.10%,5,8,4,5,3,63%,1.63,2,5.5,3.56,251,7.26,11.8,343,16.9k,490,53.80%,12.30%,19.30%,
Vex,13,14.10%,5,8,6,4,4,50%,2.63,3.25,6.88,2.92,272.5,8.17,12.6,377,15.1k,451,73.80%,20.40%,21.40%,
Akali,13,14.10%,6,7,4,4,3,57%,3.14,2.86,3,2.15,247.43,7.48,12.2,368,15.9k,480,47%,24%,20.60%,
Veigar,13,14.10%,8,5,4,4,1,80%,4.4,1,5,9.4,328.4,8.67,15.5,410,20.4k,538,72.30%,33.80%,22.20%,
Renata Glasc,13,14.10%,9,4,4,1,3,25%,0.5,2.25,7.75,3.67,31,0.89,7.6,219,3.5k,99,75.00%,5%,12.90%,
Rakan,11,12.00%,4,7,7,1,6,14%,0.14,3.43,6.57,1.96,36.43,1.16,6.8,216,3.4k,108,68.10%,1.40%,12.50%,
Ezreal,10,10.90%,-,10,6,4,6,40.00%,2.6,2,3.3,2.95,324.8,9.66,14,415,22.6k,672,59.60%,26.30%,24.10%,
Alistar,10,10.90%,3,7,5,2,5,28.60%,0.14,4.29,8,1.9,29.71,0.95,6.7,217,3.4k,109,65.50%,1%,12.10%,
Sett,10,10.90%,4,6,4,3,3,50.00%,1.67,3.67,7.5,2.5,90,2.64,8.9,261,6.5k,191,56.70%,10.30%,13.90%,
Lulu,10,10.90%,5,5,2,1,4,20%,0.4,3.6,8.8,2.56,19.8,0.59,7.8,233,3.3k,97,85%,3.70%,13.30%,
Olaf,10,10.90%,8,2,2,2,0,100%,4,1,5,9,324,7.64,16.6,391,10.6k,249,72.00%,32.00%,22%,
Kennen,9,9.80%,3,6,4,1,5,16.70%,1.5,4,3.67,1.29,253.83,7.99,11.2,352,17k,535,58.50%,17.00%,21.20%,
Lucian,9,9.80%,4,5,4,2,3,40.00%,3,3,3,2,296,9.09,13.6,417,16.3k,500,56.60%,28.30%,23.80%,
Udyr,9,9.80%,4,5,5,1,4,20.00%,1,3,2.8,1.27,202.4,6.15,10.4,316,4.2k,128,57.60%,15.20%,19.00%,
Lux,7,7.60%,1,6,3,3,3,50%,0.83,1.5,7.83,5.78,35.17,0.94,9.1,243,9.7k,257,75.40%,7.20%,13.40%,
Ashe,7,7.60%,2,5,3,3,2,60%,3.8,1.8,6.2,5.56,297.8,9.32,13.7,430,12k,375,66%,25%,23.30%,
Braum,7,7.60%,2,5,3,3,2,60%,0.6,2.4,11,4.83,36.4,1.08,7.7,229,4.2k,124,81.70%,4.20%,13%,
Malphite,7,7.60%,3,4,4,3,1,75%,2.5,2,6.75,4.63,235.75,7.42,11.5,361,14.8k,467,53.60%,14.50%,19.30%,
Rumble,7,7.60%,4,3,1,2,1,67%,3.33,2.33,8.33,5,241.67,8.04,12.3,410,19.2k,639,72.90%,21%,21.50%,
Gangplank,7,7.60%,4,3,2,1,2,33%,2.67,4.33,4.33,1.62,307,8.69,15.3,434,20.6k,583,63.60%,24.20%,25%,
Nocturne,6,6.50%,3,3,2,1,2,33%,0.67,3.67,7.33,2.18,248.67,6.44,12.9,333,9.9k,257,58.50%,4.90%,18.60%,
Poppy,6,6.50%,3,3,2,1,2,33%,0.33,3,5,1.78,177.67,4.89,10.5,288,5.6k,153,62%,3.80%,16.20%,
Xayah,6,6.50%,4,2,2,1,1,50%,3.5,2.5,7,4.2,296.5,9.9,13.3,445,16.6k,554,67.70%,23%,23.90%,
Ornn,5,5.40%,-,5,4,4,1,80%,1.8,1.4,7.4,6.57,253,7.51,11.9,352,12.7k,378,59.00%,12%,19.50%,
Sion,5,5.40%,-,5,4,3,2,60%,1,2.6,6,2.69,229,6.59,11.2,323,10.2k,293,52.20%,7.50%,18.70%,
Senna,5,5.40%,1,4,4,3,1,75%,0.75,2.25,8.75,4.22,116.5,3.26,10.9,306,11.3k,315,70%,5.60%,16.50%,
Aatrox,5,5.40%,1,4,4,1,3,25%,2.75,3.5,3.5,1.79,274,8.16,13.1,390,13.1k,390,61.00%,26.80%,22.00%,
Azir,5,5.40%,3,2,2,1,1,50%,1,2,6.5,3.75,322.5,9.19,13.5,385,17.7k,505,68.20%,9.10%,21.80%,
Zoe,4,4.30%,1,3,2,2,1,67%,5.33,1.67,5.67,6.6,276.33,8.23,13.8,411,20.1k,597,67.30%,32.70%,23%,
Qiyana,4,4.30%,2,2,2,0,2,0%,2.5,2,2,2.25,193.5,7.02,9.7,350,9.1k,331,90.00%,50.00%,21.70%,
Varus,3,3.30%,1,2,2,2,0,100%,4.5,2.5,6.5,4.4,281,8.76,14.8,463,21.4k,667,63%,26%,23.50%,
Karthus,3,3.30%,1,2,2,1,1,50%,2,5,5.5,1.5,255.5,7.15,13.7,383,24k,672,57.70%,15.40%,20.30%,
Zed,3,3.30%,1,2,1,1,1,50%,6.5,2,3.5,5,257.5,6.62,15.3,394,19.3k,496,54.10%,35.10%,21.10%,
Rell,3,3.30%,1,2,1,0,2,0%,1.5,6,9,1.75,40.5,1.05,9.2,239,4.8k,124,70%,10%,13.10%,
Galio,2,2.20%,-,2,2,2,0,100%,1,3.5,7.5,2.43,252.5,6.63,12.3,324,11.6k,305,53.10%,6.30%,17.80%,
Soraka,2,2.20%,-,2,2,2,0,100%,0,3.5,12,3.43,107,3.25,9.3,284,3.8k,117,63.20%,0%,14.50%,
Rek'Sai,2,2.20%,-,2,2,1,1,50%,3.5,3,4,2.5,176.5,5.32,11,333,7.5k,225,65.20%,30.40%,18.50%,
Ivern,2,2.20%,1,1,1,1,0,100%,1,1,6,7,189,7.25,8.8,339,6.7k,255,70%,10%,18.40%,
Janna,2,2.20%,1,1,1,1,0,100%,1,2,17,9,59,1.21,11.9,243,3.7k,75,81.80%,4.50%,13.90%,
Kled,2,2.20%,1,1,1,1,0,100%,3,1,2,5,349,8.89,17.2,439,17.7k,450,41.70%,25.00%,24%,
Tristana,2,2.20%,1,1,1,1,0,100%,6,0,1,7,415,10.11,20.5,498,17.1k,418,58.30%,50%,28.10%,
Bard,2,2.20%,1,1,1,0,1,0%,0,3,3,1,43,1.43,6.2,204,2k,65,100%,0%,13.40%,
Yasuo,2,2.20%,1,1,1,0,1,0%,4,5,2,1.2,269,8.54,12.5,396,14.7k,468,100%,66.70%,25.70%,
Fiora,1,1.10%,-,1,1,1,0,100%,3,0,4,7,226,8.45,10.9,407,22.4k,837,44%,19%,20.90%,
Miss Fortune,1,1.10%,-,1,1,1,0,100%,9,2,7,8,355,9.91,19.7,550,29k,810,84.20%,47.40%,28%,
Shen,1,1.10%,-,1,1,1,0,100%,1,1,13,14,39,1.38,7.3,259,3.8k,132,73.70%,5.30%,13%,
Shyvana,1,1.10%,-,1,1,1,0,100%,4,4,7,2.75,355,9.71,16,438,19.2k,525,44.00%,16.00%,22.80%,
Sivir,1,1.10%,-,1,1,1,0,100%,1,1,7,8,381,9.96,16.3,426,18.5k,482,50.00%,6.30%,22.90%,
Sona,1,1.10%,-,1,1,1,0,100%,1,1,6,7,8,0.31,6.6,251,3.5k,134,70%,10.00%,13.60%,
Cassiopeia,1,1.10%,-,1,1,0,1,0%,6,3,6,4,320,10.21,15,478,19.4k,619,86%,43%,28%,
Draven,1,1.10%,-,1,1,0,1,0%,4,2,1,2.5,268,9.01,13.4,449,11k,370,83%,66.70%,29.90%,
Jax,1,1.10%,-,1,1,0,1,0%,2,5,2,0.8,290,9.15,11.8,374,13.8k,436,66.70%,33.30%,21.00%,
Kha'Zix,1,1.10%,-,1,1,0,1,0%,2,2,4,3,201,7.28,9.7,351,12.4k,451,75.00%,25.00%,22.70%,
Riven,1,1.10%,-,1,1,0,1,0%,2,4,0,0.5,260,8.62,11.1,369,3.8k,127,25%,25%,22.80%,
Taric,1,1.10%,-,1,1,0,1,0%,1,2,3,2,47,1.14,8.7,212,1k,25,44%,11%,12.30%,
Vayne,1,1.10%,-,1,1,0,1,0%,0,5,1,0.2,172,7.89,7.4,338,7.6k,347,17%,0%,21.10%,
Cho'Gath,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kalista,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nami,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ziggs,1,1.10%,1,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-